Name,Start Date,Tickets Available,Currency Type,Lowest Ticket Price,Highest Ticket Price,Ticket Limit,Seatmap,Promoter,Venue,Venue URL,Please Note
Chief Adjuah,2/10/2025,2024-12-07T14:45:00Z,USD,38.05,54.94,,,,Blue Note Jazz Club,https://www.ticketweb.com/venue/blue-note-jazz-club-new-york-ny/23798,"We do not offer any refunds, exchanges, or transfers on any ticket purchases. All sales are final. We do not have any liability or influence on tickets purchased through a ticket reselling or 3rd party site. Official ticket purchases are run through TicketWeb.com only."
HSCC WORLDS GREATEST COVER BAND,2/10/2025,2025-01-14T19:00:00Z,USD,55,65,,https://mapsapi.tmol.io/maps/geometry/3/event/0100622BC2584F87/staticImage?type=png&systemId=HOST,,Somerville Theatre,https://www.ticketmaster.com/somerville-theatre-tickets-somerville/venue/8238,All Seats Reserved. All Ages.
Je'Caryous Johnson Presents: Jason's Lyric Live!,2/10/2025,2025-01-16T16:00:00Z,USD,59,90,,https://mapsapi.tmol.io/maps/geometry/3/event/0C006229AADC281A/staticImage?type=png&systemId=HOST,JE'CARYOUS JOHNSON ENTERTAINMENT,OCCC Visual and Performing Arts Center Theater,https://www.ticketmaster.com/occc-visual-and-performing-arts-center-tickets-oklahoma-city/venue/99494,
Jabbawockeez,2/10/2025,2024-07-03T17:00:00Z,USD,57.21,107.21,There is an overall 12 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/2E0060D7B39F0BE8/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Jabbawockeez Theater at MGM Grand Hotel & Casino,https://www.ticketmaster.com/jabbawockeez-theater-at-mgm-grand-hotel-tickets-las-vegas/venue/376924,
Liquid Velvet,2/10/2025,2025-01-15T16:00:00Z,USD,25,25,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/1B00622DD4074A20/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Duling Hall,https://www.ticketmaster.com/duling-hall-tickets-jackson/venue/222372,"Unfortunately, the Event Organizer has had to cancel your event. You don't need to do a thing. We'll issue a refund to the original method of payment used at time of purchase, as soon as funds are received from the Event Organizer. It should appear on your account within 14-21 days. Please Note: If the tickets were transferred to you, the refund will go to the fan who originally purchased the tickets from Ticketmaster. Please see our Purchase Policy for more information."
GARM and Nebulus,2/10/2025,2025-01-03T16:00:00Z,USD,15,15,,,,SPACE,https://www.ticketweb.com/venue/space-evanston-il/47754,
Modern Swing Mondays 2025,2/10/2025,2025-01-24T16:50:00Z,USD,16.51,16.51,,,,Stampede,https://www.ticketweb.com/venue/stampede-aurora-co/496285,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund."
Charmaine Neville Band,2/10/2025,2025-01-21T21:00:00Z,USD,25,25,,,,Snug Harbor Jazz Bistro,https://www.ticketweb.com/venue/snug-harbor-jazz-bistro-new-orleans-la/578378,"This event is 13 and over. Any ticket holder unable to present valid identification indicating that they are at least 13 years of age will not be admitted to this event, and will not be eligible for a refund. All concert ticket sales are final and non-refundable. All patrons must have valid government-issued Photo ID available upon entry. All teenage patrons must be ticketed like adults, and must be accompanied by a parent or guardian at all times while inside the jazz club. All patrons must be aged 13 or older. Sorry, no children under 13 are permitted. Snug Harbor Jazz Bistro has a STRICT No Cell Phones, No Cameras Policy at all times during all showtimes inside the music room. Violation of this policy while inside the venue may result in removal from the club without ticket refunds. There is NO SMOKING allowed anywhere inside the building, and there are NO PETS ALLOWED at anytime. *Legitimate Service Dogs must be wearing full credentials at all times upon entry, and owner must have licensing papers available upon staff request for service dogs. Sorry, no emotional support pets are allowed inside at any time. Please see the Refund Policy section for details on exceptions for Ticket Transfers. Thank You."
AbbaFab,2/10/2025,2024-07-24T14:00:00Z,USD,32,32,,https://mapsapi.tmol.io/maps/geometry/3/event/060060E2C7F72FB6/staticImage?type=png&systemId=HOST,,Chester Fritz Performing Arts Center,https://www.ticketmaster.com/chester-fritz-performing-arts-center-tickets-grand-forks/venue/49273,"Please Note: Chester Fritz Performing Arts Center Parking: Due to a surge in student enrollment and other exciting campus developments, event parking within walking distance of the Chester Fritz Performing Arts Center (CFPAC) is temporarily limited. In response, we have set up shuttle service for select events. Longer term, we are adding more centrally located parking. In the meantime, please consider carpooling and curbside drop-off at the door. Handicap-accessible parking remains available at the CFPAC. Consult the CFPAC website at CFA.UND.edu for specific parking information for your event. We thank you for your patience and cooperation during this time of campus transformation."
Blue Monday w/ Soul Man Sam & Brad Stivers,2/10/2025,2025-01-31T00:30:00Z,USD,10,10,,https://mapsapi.tmol.io/maps/geometry/3/event/3A00623E018E767B/staticImage?type=png&systemId=HOST,MISCELLANEOUS PROMOTER,Antone's Nightclub,https://www.ticketmaster.com/antones-nightclub-tickets-austin/venue/476138,"Please Note: SEATING Limited seating is available on a first-come, first-served basis. We recommend guests arrive early for the best chance of securing a table, chair, or barstool. Antone’s is ADA compliant and handicap accessible. PARKING Valet Parking is available 7 nights a week at The Westin Austin Downtown, located at 310 E 5th St. There is also metered street parking available along East 5th Street and in the vicinity of Antone?s. FOOD Antone’s proudly serves beer-steamed Cliffy Dog hotdogs and Antone’s Famous Po Boys in five classic varieties: Original, Turkey & Swiss, Premium Roast Beef, Tuna, and The Piggy. These iconic sandwiches, created by Clifford’s uncle Jalal in 1962, are available with Zapp’s New Orleans Kettle Style Potato Chips."
"CATCH YOUR BREATH ""THE BROKEN SOULS TOUR""",2/10/2025,2024-11-08T18:00:00Z,USD,25,25,"Please note, there is an 8 ticket limit on this event.",https://mapsapi.tmol.io/maps/geometry/3/event/1C006164CA421EE7/staticImage?type=png&systemId=HOST,LIVE NATION MUSIC,Ace of Spades,https://www.ticketmaster.com/ace-of-spades-tickets-sacramento/venue/229953,"Based on the latest local guidelines, attendees are no longer required to provide proof of negative COVID-19 test AND/OR vaccination for entry into this event. However, the California Department of Health strongly recommends that all attendees are fully vaccinated or obtain a negative COVID-19 test prior to attending the event. Be sure to check your venue website for the latest updates and guidelines as entry requirements are subject to change."
93FEETOFSMOKE & sodistilled,2/10/2025,2025-01-23T15:00:00Z,USD,28.1,28.1,There is an overall 4 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/00006236D9BD4839/staticImage?type=png&systemId=HOST,,Mercury Lounge,https://www.ticketmaster.com/mercury-lounge-tickets-new-york/venue/1101,State or Federal forms of ID will be required for entry.
THE TIME JUMPERS,2/10/2025,2024-10-15T17:00:00Z,USD,25.76,25.76,,,,3rd and Lindsley,https://www.ticketweb.com/venue/3rd-and-lindsley-nashville-tn/15956,Tickets are non-refundable and non-transferrable. WE ONLY ACCEPT TICKETWEB TICKETS. Seating for each show are different. Handicap accommodations can be arranged. Please contact the venue ahead of time.
Daisy Sellas / Jake Clayton / Lewelyn Ross,2/10/2025,2025-01-20T06:00:00Z,USD,13.36,13.36,,,,The East Room,https://www.ticketweb.com/venue/the-east-room-nashville-tn/509125,"This event is 18 and over. Any ticket holder unable to present valid identification indicating that they are at least 18 years of age will not be admitted to this event, and will not be eligible for a refund."
SOLD OUT!! Anderson East w/ Shelby Raye,2/10/2025,2025-01-24T15:00:00Z,USD,0,0,,,,The Basement,https://www.ticketweb.com/venue/the-basement-nashville-tn/25075,"This event is 21 and over. Any ticket holder unable to present valid identification indicating that they are at least 21 years of age will not be admitted to this event, and will not be eligible for a refund. ALL PATRONS MUST BRING A VALID FORM OF IDENTIFICATION WE ONLY ACCEPT TICKETWEB TICKETS BACKPACKS are not allowed inside the venue Most shows are standing room only Handicap accommodations can be arranged ALL ALL AGES and 18+ SHOWS ARE NO RE-ENTRY"
Blind Pilot,2/10/2025,2024-09-27T15:00:00Z,USD,25,25,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/0600612CCA8989F6/staticImage?type=png&systemId=HOST,MAMMOTH INC,recordBar,https://www.ticketmaster.com/recordbar-tickets-kansas-city/venue/50177,Ages 18+ with valid ID. There will be a $2 minor fee at the door for patron under 21 years of age. There is a delivery delay in place until 1 week prior to the show. 03-FEB-25 at 8pm.
Magic City Hippies - Enemies Tour,2/10/2025,2024-10-04T15:00:00Z,USD,27.92,27.92,There is an overall 8 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/0600613AC6A9719D/staticImage?type=png&systemId=HOST,LIVE NATION MUSIC,Delmar Hall,https://www.ticketmaster.com/delmar-hall-tickets-saint-louis/venue/50631,"General Admission Event. All Ages Allowed Please note: All tickets carry fees. Tickets purchased in person at The Pageant Box Office with cash will be discounted to face value. Mobile tickets will be available starting 72 hours prior to event time, Ticketmaster will email you a reminder about your tickets once they become available."
Piano Man,2/10/2025,2025-01-05T20:00:00Z,USD,59.98,79.98,,https://mapsapi.tmol.io/maps/geometry/3/event/17006224515172A3/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,V Theater at Planet Hollywood Inside the Miracle Mile Mall,https://www.ticketmaster.com/v-theater-at-planet-hollywood-inside-tickets-las-vegas/venue/189381,Parental Discretion Advised
MJ LIVE - Michael Jackson Tribute,2/10/2025,2024-11-27T18:00:00Z,USD,76,101,There is an overall 20 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/3900617AA4ACADA8/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Harrah's Showroom at Harrah's Las Vegas,https://www.ticketmaster.com/harrahs-showroom-at-harrahs-las-vegas-tickets-las-vegas/venue/467856,GROUPS Orders over 20 should be referred to the Group Sales department at EntGroupSales@caesars.com The venue reserves the right to implement security procedures designed to protect the experience for all of our customers.
Wayne: Up Close & Personal,2/10/2025,2024-12-13T18:00:00Z,USD,69,179,There is an overall 20 ticket limit for this event.,https://mapsapi.tmol.io/maps/geometry/3/event/39006189C6591117/staticImage?type=png&systemId=HOST,PROMOTED BY VENUE,Bugsy's Cabaret at Flamingo,https://www.ticketmaster.com/bugsys-cabaret-at-flamingo-tickets-las-vegas/venue/467855,Ages 5 and older to attend this event. VIP Reserved ticket includes a Meet & Greet with Wayne himself after the show including a souvenir photo and commemorative VIP laminate. Guests who buy a General Admission ticket can purchase a Meet & Greet in person at the Flamingo Box Office. GROUPS: Orders over 20 should be referred to the Group Sales department at EntGroupSales@caesars.com The venue reserves the right to implement security procedures designed to protect the experience for all of our customers.
